# reference acquisiton gt
# x(m), y(m), z(m),  timestamp (ms GMT )
103390923359.143967
14.252679, 7.476506, 9.726516, 103391012518.878937
14.279361, 7.508069, 9.695752, 103391012602.647720
14.306030, 7.543458, 9.668372, 103391012686.416275
14.335284, 7.592415, 9.640229, 103391012770.092697
14.369984, 7.639328, 9.607381, 103391012853.769150
14.411539, 7.705927, 9.581828, 103391012937.122772
14.456092, 7.765604, 9.571700, 103391013020.384460
14.496572, 7.807479, 9.561571, 103391013103.646103
14.526650, 7.844819, 9.548453, 103391013186.539169
14.553905, 7.867667, 9.508879, 103391013269.201874
14.574981, 7.878494, 9.452766, 103391013351.726517
14.583053, 7.874823, 9.416912, 103391013434.297043
14.609202, 7.882390, 9.393977, 103391013517.144165
14.646695, 7.916669, 9.388047, 103391013600.313507
14.680324, 7.956629, 9.378688, 103391013683.759476
14.708657, 7.998484, 9.352882, 103391013767.251724
14.734290, 8.040234, 9.314043, 103391013850.743622
14.766804, 8.082193, 9.273061, 103391013934.419891
14.797888, 8.123540, 9.235619, 103391014018.096497
14.840297, 8.193453, 9.228659, 103391014101.496506
14.888741, 8.255384, 9.210155, 103391014184.666168
14.926746, 8.302555, 9.204480, 103391014267.605377
14.963579, 8.343933, 9.186176, 103391014350.406326
14.997762, 8.393052, 9.147593, 103391014433.068970
15.038462, 8.440264, 9.106200, 103391014515.777893
15.078912, 8.480158, 9.077579, 103391014598.717056
15.114167, 8.520735, 9.065327, 103391014681.794540
15.157114, 8.581449, 9.062698, 103391014765.148300
15.202422, 8.666371, 9.062114, 103391014848.455902
15.235210, 8.752550, 9.048265, 103391014931.809860
15.284416, 8.839017, 9.033698, 103391015015.670425
15.327737, 8.925798, 9.037902, 103391015099.946121
15.362789, 9.001660, 9.046160, 103391015184.175644
15.390836, 9.079814, 9.049106, 103391015267.897873
15.434153, 9.159901, 9.039735, 103391015351.344070
15.461782, 9.224364, 9.038242, 103391015434.513916
15.495194, 9.264553, 9.043755, 103391015517.453293
15.528081, 9.306239, 9.046396, 103391015600.392395
15.557027, 9.351611, 9.043586, 103391015683.331696
15.598478, 9.415826, 9.040351, 103391015766.409393
15.619696, 9.475408, 9.041644, 103391015849.486740
15.642921, 9.526870, 9.035327, 103391015932.748291
15.655323, 9.570464, 9.021091, 103391016016.148224
15.665907, 9.615318, 8.985584, 103391016099.778702
15.674597, 9.658375, 8.943736, 103391016183.455063
15.671935, 9.694188, 8.903009, 103391016267.039276
15.671585, 9.741715, 8.876189, 103391016350.347290
15.670407, 9.794547, 8.855464, 103391016433.516830
15.694003, 9.857973, 8.841342, 103391016516.732407
15.707637, 9.907522, 8.823875, 103391016599.625320
15.716661, 9.950653, 8.794337, 103391016682.288208
15.735805, 9.987044, 8.749813, 103391016764.859146
15.759914, 10.027588, 8.705783, 103391016847.522064
15.800073, 10.077448, 8.676764, 103391016930.691711
15.818221, 10.133725, 8.668414, 103391017014.137802
15.821149, 10.207368, 8.656635, 103391017097.860489
15.822727, 10.274158, 8.638195, 103391017181.721329
15.824635, 10.327948, 8.611281, 103391017265.674377
15.835244, 10.378955, 8.576777, 103391017349.765350
15.827953, 10.424248, 8.538501, 103391017433.764420
15.821536, 10.491308, 8.506556, 103391017517.671356
15.810238, 10.559269, 8.485603, 103391017601.117630
15.796387, 10.639723, 8.465820, 103391017684.241257
15.799541, 10.705910, 8.435004, 103391017767.134399
15.793432, 10.740535, 8.413248, 103391017849.751282
15.803229, 10.768537, 8.378746, 103391017932.367950
15.819353, 10.792829, 8.353024, 103391018015.123215
15.829878, 10.839374, 8.324404, 103391018097.924225
15.839847, 10.894175, 8.311511, 103391018181.139908
15.836734, 10.957335, 8.301376, 103391018264.263443
15.823252, 11.016124, 8.283646, 103391018347.525284
15.821150, 11.073109, 8.251182, 103391018431.063370
15.818905, 11.111079, 8.201660, 103391018514.693787
15.820272, 11.156292, 8.163095, 103391018598.600891
15.804302, 11.202571, 8.135150, 103391018682.138794
15.775135, 11.271482, 8.115855, 103391018765.308655
15.767062, 11.347252, 8.095269, 103391018848.386154
15.758703, 11.420212, 8.082995, 103391018931.233170
15.742388, 11.480392, 8.045065, 103391019013.988129
15.742634, 11.527038, 8.000646, 103391019096.881378
15.742659, 11.575614, 7.965060, 103391019179.820541
15.747942, 11.619261, 7.947950, 103391019262.805618
15.745227, 11.672615, 7.932692, 103391019345.883102
15.729291, 11.724670, 7.924938, 103391019428.868896
15.707162, 11.774743, 7.910039, 103391019511.762054
15.684533, 11.827606, 7.884313, 103391019594.609344
15.663770, 11.876101, 7.840078, 103391019677.594757
15.648957, 11.936417, 7.798803, 103391019760.764267
15.628483, 12.004373, 7.787297, 103391019844.118134
15.590849, 12.084916, 7.786759, 103391019927.103439
15.557501, 12.179099, 7.795105, 103391020010.042404
15.521150, 12.274495, 7.793511, 103391020092.889496
15.485280, 12.350644, 7.778226, 103391020175.644623
15.450572, 12.437270, 7.765553, 103391020258.399658
15.425799, 12.524832, 7.774578, 103391020341.246643
15.404569, 12.594666, 7.788308, 103391020424.416077
15.376402, 12.664580, 7.789619, 103391020507.769974
15.330656, 12.745464, 7.772019, 103391020591.446335
15.292290, 12.807784, 7.773508, 103391020675.261154
15.252221, 12.860005, 7.767108, 103391020759.260117
15.211848, 12.906821, 7.776696, 103391020843.581863
15.172855, 12.975737, 7.772936, 103391020928.364120
15.111335, 13.032120, 7.774658, 103391021012.639740
15.050743, 13.085086, 7.770052, 103391021096.638794
15.003890, 13.149377, 7.755147, 103391021180.315308
14.958772, 13.191990, 7.715508, 103391021263.392700
14.938753, 13.230367, 7.673057, 103391021346.423782
14.931125, 13.268272, 7.642663, 103391021429.455048
14.928857, 13.314351, 7.621502, 103391021512.809280
14.900249, 13.377142, 7.597533, 103391021596.393448
14.851810, 13.429943, 7.582850, 103391021679.793457
14.807159, 13.472331, 7.572408, 103391021763.101425
14.781034, 13.509102, 7.551273, 103391021846.363586
14.746762, 13.541318, 7.512358, 103391021929.579285
14.710874, 13.569576, 7.468522, 103391022012.979309
14.672345, 13.579613, 7.440394, 103391022096.241241
14.588197, 13.607475, 7.405602, 103391022178.950119
14.520214, 13.652719, 7.383354, 103391022261.520966
14.475303, 13.701815, 7.352246, 103391022344.183456
14.437083, 13.732100, 7.331556, 103391022426.708237
14.412744, 13.767478, 7.294118, 103391022509.417007
14.409605, 13.787215, 7.270884, 103391022592.310059
14.393774, 13.828988, 7.241033, 103391022675.479797
14.358641, 13.858844, 7.228700, 103391022758.695648
14.299426, 13.888922, 7.212671, 103391022842.095856
14.239270, 13.922503, 7.188713, 103391022925.634308
14.174322, 13.955967, 7.142521, 103391023009.126892
14.105328, 13.991733, 7.112479, 103391023092.665421
14.031865, 14.040316, 7.096787, 103391023176.111542
13.932758, 14.078178, 7.086056, 103391023259.189117
13.813618, 14.137799, 7.081432, 103391023342.220428
13.697470, 14.191134, 7.049607, 103391023425.113617
13.629333, 14.219012, 7.036034, 103391023507.730606
13.605344, 14.227036, 7.083167, 103391023590.209167
13.558221, 14.274097, 7.088465, 103391023672.964355
13.477598, 14.318756, 7.086742, 103391023755.811493
13.384212, 14.343358, 7.076125, 103391023838.981064
13.312744, 14.364146, 7.074010, 103391023922.657867
13.256427, 14.377758, 7.072896, 103391024006.657089
13.211368, 14.383736, 7.081579, 103391024091.117020
13.132835, 14.401203, 7.078520, 103391024175.853348
13.050611, 14.398108, 7.069211, 103391024259.990692
12.971437, 14.405239, 7.068047, 103391024343.897751
12.915492, 14.413612, 7.056891, 103391024427.344025
12.870172, 14.419881, 7.030621, 103391024510.421555
12.826787, 14.447601, 6.992595, 103391024593.591232
12.791507, 14.477578, 6.956253, 103391024676.668961
12.755645, 14.503555, 6.927947, 103391024759.884720
12.707667, 14.535719, 6.900771, 103391024843.284882
12.657312, 14.556363, 6.895005, 103391024926.777161
12.590343, 14.559765, 6.875672, 103391025010.177292
12.532188, 14.561448, 6.846823, 103391025093.577576
12.480272, 14.570543, 6.802298, 103391025177.069504
12.444008, 14.566825, 6.760241, 103391025260.331558
12.397083, 14.571371, 6.731444, 103391025343.639618
12.327488, 14.574596, 6.714283, 103391025426.717285
12.247963, 14.581844, 6.698513, 103391025509.564377
12.180917, 14.592437, 6.665286, 103391025592.227341
12.122856, 14.596914, 6.614557, 103391025674.659927
12.088470, 14.605052, 6.576225, 103391025757.000137
12.061391, 14.632005, 6.560179, 103391025839.570847
11.999184, 14.654082, 6.531940, 103391025922.325974
11.941286, 14.674013, 6.521470, 103391026005.541946
11.873917, 14.675903, 6.509675, 103391026088.758118
11.819710, 14.668533, 6.486892, 103391026172.066238
11.771585, 14.666110, 6.443885, 103391026255.512299
11.724399, 14.670078, 6.400713, 103391026339.097061
11.663618, 14.671403, 6.371943, 103391026422.635651
11.584097, 14.675024, 6.349686, 103391026506.035751
11.487911, 14.690433, 6.327665, 103391026589.251556
11.412038, 14.697822, 6.274727, 103391026672.098404
11.365893, 14.696817, 6.232844, 103391026754.576797
11.327304, 14.703355, 6.193999, 103391026837.239716
11.296578, 14.727193, 6.181950, 103391026920.501724
11.239068, 14.749805, 6.162371, 103391027004.224640
11.185414, 14.751467, 6.152455, 103391027088.131729
11.129368, 14.747338, 6.141029, 103391027172.131088
11.083334, 14.742184, 6.101946, 103391027256.038040
11.041291, 14.740512, 6.050305, 103391027340.037033
10.991918, 14.742360, 6.011378, 103391027424.036240
10.939227, 14.745202, 5.994029, 103391027507.574539
10.874375, 14.735904, 5.982852, 103391027590.468002
10.813679, 14.747121, 5.963917, 103391027673.361435
10.769368, 14.757172, 5.927033, 103391027755.932159
10.732067, 14.743348, 5.879811, 103391027838.180237
10.674550, 14.756230, 5.836448, 103391027920.935303
10.626647, 14.770565, 5.809354, 103391028004.197266
10.556998, 14.773007, 5.798095, 103391028087.689789
10.475927, 14.771927, 5.789049, 103391028171.274460
10.391135, 14.769691, 5.777125, 103391028254.904892
10.337128, 14.759439, 5.743986, 103391028338.351074
10.286135, 14.754594, 5.707546, 103391028421.889557
10.233542, 14.742713, 5.671347, 103391028505.473770
10.178240, 14.729594, 5.636282, 103391028588.873947
10.102690, 14.705236, 5.619365, 103391028671.951675
10.028247, 14.690200, 5.598893, 103391028754.890900
9.948566, 14.683927, 5.575126, 103391028837.599945
9.899667, 14.674718, 5.552368, 103391028920.216904
9.851108, 14.669484, 5.507803, 103391029002.879791
9.795434, 14.664167, 5.480559, 103391029085.681030
9.722568, 14.655078, 5.454303, 103391029168.851074
9.647182, 14.628014, 5.452817, 103391029252.112808
9.575328, 14.574515, 5.453937, 103391029335.328568
9.484901, 14.537333, 5.437386, 103391029418.682739
9.398862, 14.493154, 5.412222, 103391029502.036972
9.329407, 14.436639, 5.418052, 103391029585.390961
9.257005, 14.375184, 5.427792, 103391029669.021729
9.190845, 14.315095, 5.438285, 103391029752.652496
9.127194, 14.255589, 5.450953, 103391029835.730042
9.080235, 14.199265, 5.455099, 103391029918.807602
9.013858, 14.148003, 5.450064, 103391030001.793289
8.953038, 14.090496, 5.439006, 103391030084.594467
8.887237, 14.032078, 5.422672, 103391030167.487747
8.799248, 13.978751, 5.432039, 103391030250.288925
8.746970, 13.917477, 5.449659, 103391030333.136108
8.673191, 13.862205, 5.455246, 103391030416.305756
8.621899, 13.793499, 5.461902, 103391030499.383438
8.570601, 13.728451, 5.455843, 103391030582.829926
8.533313, 13.658868, 5.450803, 103391030666.460464
8.488290, 13.589655, 5.438178, 103391030750.413788
8.448078, 13.511333, 5.443520, 103391030834.689392
8.413200, 13.422744, 5.441105, 103391030918.919098
8.385886, 13.329332, 5.443808, 103391031002.641754
8.353488, 13.242359, 5.449255, 103391031086.087982
8.336423, 13.177058, 5.446362, 103391031168.981567
8.312519, 13.115262, 5.440117, 103391031251.828735
8.273932, 13.061891, 5.439164, 103391031334.814026
8.235357, 13.011083, 5.438630, 103391031417.891800
8.191123, 12.950938, 5.443403, 103391031501.199875
8.163197, 12.873632, 5.436337, 103391031584.415726
8.146306, 12.800386, 5.431562, 103391031667.816162
8.128891, 12.729287, 5.426334, 103391031751.308670
8.121449, 12.678790, 5.402863, 103391031834.985245
8.111930, 12.621621, 5.364806, 103391031918.846344
8.115830, 12.573429, 5.321616, 103391032002.707520
8.111063, 12.519649, 5.282767, 103391032086.568298
8.115377, 12.450167, 5.267381, 103391032170.014587
8.119458, 12.380470, 5.246254, 103391032253.230392
8.114248, 12.303654, 5.219079, 103391032336.215912
8.116479, 12.240824, 5.168765, 103391032418.832993
8.108624, 12.203671, 5.139174, 103391032501.357834
8.085899, 12.169006, 5.106509, 103391032584.113083
8.058556, 12.116831, 5.084937, 103391032667.098511
8.034660, 12.046755, 5.066933, 103391032750.268372
8.031039, 11.956582, 5.048020, 103391032833.438431
8.028570, 11.878197, 5.014851, 103391032916.654327
8.026026, 11.819057, 4.975844, 103391033000.146713
8.008959, 11.764627, 4.928362, 103391033083.915512
7.998142, 11.715642, 4.892549, 103391033167.868881
8.002843, 11.654626, 4.873056, 103391033251.407455
8.004670, 11.580221, 4.858301, 103391033334.485306
7.995546, 11.525639, 4.840374, 103391033417.240494
7.993374, 11.481358, 4.812192, 103391033499.673157
7.984176, 11.447181, 4.767788, 103391033582.336151
7.963117, 11.404235, 4.728802, 103391033665.137436
7.945711, 11.344172, 4.699679, 103391033748.169067
7.926865, 11.270348, 4.680690, 103391033831.523407
7.936273, 11.195545, 4.658069, 103391033914.647247
7.942822, 11.136363, 4.621116, 103391033997.817184
7.939149, 11.080718, 4.574911, 103391034081.263535
7.941153, 11.025301, 4.533145, 103391034164.802322
7.952142, 10.966540, 4.506149, 103391034248.156540
7.953518, 10.882019, 4.485037, 103391034331.234314
7.946779, 10.814234, 4.477006, 103391034414.173828
7.936902, 10.759867, 4.448942, 103391034496.883072
7.944600, 10.712047, 4.422883, 103391034579.499893
7.926471, 10.672179, 4.378329, 103391034662.347260
7.905718, 10.617102, 4.347471, 103391034745.425064
7.879445, 10.548523, 4.325072, 103391034828.825165
7.868065, 10.466488, 4.309596, 103391034912.225357
7.866395, 10.395656, 4.288354, 103391034995.441452
7.874681, 10.333293, 4.246671, 103391035078.749664
7.882959, 10.284928, 4.198211, 103391035162.242126
7.872777, 10.234130, 4.149624, 103391035246.241547
7.884222, 10.172475, 4.122114, 103391035330.102570
7.903400, 10.114157, 4.108016, 103391035413.502670
7.903629, 10.060218, 4.093099, 103391035496.580399
7.908035, 10.012792, 4.069212, 103391035579.474030
7.903370, 9.964006, 4.032003, 103391035662.459610
7.893409, 9.912655, 3.986911, 103391035745.583466
7.882557, 9.864182, 3.952975, 103391035828.753510
7.876214, 9.817796, 3.964468, 103391035912.015411
7.876913, 9.746389, 3.935609, 103391035995.277222
7.881074, 9.686808, 3.917004, 103391036078.539246
7.875395, 9.637443, 3.881103, 103391036161.985626
7.868159, 9.577079, 3.832804, 103391036245.478073
7.863511, 9.516150, 3.789543, 103391036329.016724
7.858398, 9.448994, 3.758124, 103391036412.278793
7.857834, 9.370273, 3.737175, 103391036495.356567
7.849343, 9.295104, 3.717741, 103391036578.249939
7.847279, 9.230500, 3.685576, 103391036660.820587
7.853903, 9.196739, 3.647846, 103391036743.391373
7.840900, 9.155789, 3.608935, 103391036826.284790
7.829783, 9.108107, 3.584471, 103391036909.546936
7.812017, 9.041735, 3.564578, 103391036993.131439
7.816441, 8.971650, 3.548649, 103391037076.623734
7.819700, 8.907029, 3.523697, 103391037160.208191
7.816021, 8.852942, 3.476844, 103391037244.022934
7.814190, 8.790403, 3.427288, 103391037328.114487
7.818478, 8.725496, 3.388639, 103391037412.113708
7.825261, 8.658831, 3.368541, 103391037495.744217
7.826041, 8.588319, 3.354447, 103391037579.006409
7.830573, 8.513261, 3.330087, 103391037662.038086
7.833447, 8.462617, 3.290793, 103391037744.977631
7.833928, 8.416295, 3.254817, 103391037827.963303
7.821812, 8.355322, 3.216230, 103391037911.041122
7.819655, 8.295984, 3.194316, 103391037994.257095
7.822854, 8.232474, 3.184426, 103391038077.519135
7.829163, 8.172795, 3.166296, 103391038160.642746
7.837631, 8.126098, 3.139549, 103391038243.812469
7.840828, 8.076947, 3.095051, 103391038327.212799
7.835715, 8.023013, 3.052615, 103391038410.843353
7.832153, 7.957237, 3.016485, 103391038494.243668
7.836963, 7.890303, 2.999013, 103391038577.367493
7.825970, 7.826712, 2.987219, 103391038660.353027
7.819629, 7.770193, 2.963346, 103391038742.970261
7.821941, 7.722587, 2.922488, 103391038825.402893
7.812376, 7.673434, 2.873534, 103391038908.065903
7.799484, 7.622144, 2.828901, 103391038991.051727
7.787744, 7.558473, 2.815598, 103391039074.359665
7.779561, 7.489164, 2.801915, 103391039157.713745
7.789164, 7.428185, 2.782815, 103391039241.021500
7.787696, 7.368564, 2.756084, 103391039324.513977
7.785345, 7.302524, 2.702837, 103391039408.190918
7.786122, 7.234399, 2.661506, 103391039492.005829
7.797430, 7.159101, 2.638630, 103391039575.498322
7.807141, 7.070978, 2.617745, 103391039658.760422
7.807715, 6.997253, 2.599559, 103391039741.838257
7.802009, 6.933185, 2.564591, 103391039824.731705
7.797018, 6.885713, 2.522119, 103391039907.532837
7.784206, 6.834504, 2.478106, 103391039990.518341
7.761684, 6.776324, 2.447043, 103391040073.826370
7.748786, 6.701345, 2.428128, 103391040157.272415
7.752490, 6.634590, 2.420636, 103391040240.718582
7.761649, 6.574860, 2.398608, 103391040324.118942
7.770872, 6.501287, 2.372227, 103391040407.426956
7.778982, 6.424309, 2.326416, 103391040490.688766
7.775389, 6.347140, 2.294084, 103391040574.135193
7.782891, 6.241331, 2.273460, 103391040657.305054
7.786699, 6.131681, 2.261011, 103391040740.244644
7.781099, 6.018014, 2.259711, 103391040823.229965
7.782470, 5.928536, 2.253846, 103391040905.846817
7.779598, 5.855866, 2.244643, 103391040988.463501
7.744889, 5.797966, 2.208424, 103391041071.310959
7.719011, 5.729642, 2.169306, 103391041154.250214
7.704096, 5.680684, 2.132662, 103391041237.281738
7.683685, 5.591717, 2.118239, 103391041320.543747
7.660889, 5.472950, 2.116350, 103391041404.358536
7.644710, 5.356265, 2.116129, 103391041488.127625
7.639234, 5.246400, 2.119440, 103391041571.988571
7.625109, 5.153996, 2.112059, 103391041655.849457
7.623797, 5.052965, 2.106028, 103391041739.618240
7.623755, 4.947996, 2.107549, 103391041823.663666
7.603650, 4.828806, 2.110884, 103391041907.708969
7.591586, 4.719079, 2.109175, 103391041991.293701
7.569489, 4.617334, 2.106413, 103391042074.786194
7.556820, 4.514858, 2.098444, 103391042157.771652
7.543423, 4.424527, 2.094008, 103391042240.573029
7.507992, 4.339027, 2.106207, 103391042323.328171
7.484943, 4.246527, 2.107516, 103391042406.037323
7.460699, 4.151311, 2.115386, 103391042488.884552
7.451537, 4.067060, 2.128424, 103391042571.824158
7.438298, 3.984376, 2.123590, 103391042655.040421
7.425132, 3.896247, 2.105313, 103391042738.486954
7.405666, 3.801668, 2.095210, 103391042822.163681
7.387378, 3.724703, 2.098422, 103391042906.024658
7.366105, 3.641713, 2.106920, 103391042990.070038
7.343043, 3.533682, 2.102636, 103391043073.839035
7.318767, 3.435611, 2.105463, 103391043157.469711
7.283863, 3.347322, 2.100508, 103391043240.962234
7.266996, 3.275496, 2.097611, 103391043324.040054
7.237082, 3.213575, 2.093667, 103391043407.025681
7.190722, 3.157855, 2.099824, 103391043489.965057
7.173868, 3.095745, 2.112236, 103391043572.812500
7.131996, 3.026956, 2.116987, 103391043655.798141
7.083437, 2.962945, 2.113447, 103391043739.060440
7.037012, 2.897138, 2.108488, 103391043822.691147
6.993714, 2.832779, 2.097526, 103391043906.552078
6.956979, 2.772686, 2.089352, 103391043990.413330
6.912817, 2.711270, 2.098408, 103391044074.412613
6.852800, 2.662776, 2.102211, 103391044158.550217
6.794033, 2.605446, 2.104292, 103391044242.503632
6.724992, 2.565849, 2.104402, 103391044326.318588
6.654078, 2.537060, 2.098970, 103391044409.857285
6.588735, 2.508177, 2.093487, 103391044492.842850
6.518683, 2.486980, 2.086496, 103391044575.505859
6.442204, 2.459964, 2.093269, 103391044657.846436
6.375895, 2.457060, 2.098280, 103391044740.048904
6.309770, 2.471300, 2.099145, 103391044822.435776
6.242970, 2.483076, 2.106775, 103391044904.960434
6.178774, 2.498869, 2.115797, 103391044987.807846
6.110854, 2.507017, 2.105553, 103391045070.701523
6.040520, 2.494928, 2.093985, 103391045153.272476
5.981895, 2.483366, 2.086654, 103391045235.658936
5.915393, 2.466200, 2.088301, 103391045317.999283
5.842296, 2.455395, 2.094162, 103391045400.570251
5.771636, 2.462364, 2.095182, 103391045483.141159
5.711743, 2.450264, 2.096368, 103391045565.251373
5.664572, 2.452930, 2.104043, 103391045647.315552
5.626590, 2.468860, 2.107095, 103391045729.471924
5.592252, 2.481679, 2.094100, 103391045811.766571
5.560207, 2.519494, 2.087539, 103391045894.245422
5.532681, 2.552644, 2.093106, 103391045977.046646
5.511321, 2.595564, 2.103560, 103391046060.354553
5.469326, 2.634110, 2.100823, 103391046144.307770
5.422609, 2.652761, 2.100234, 103391046228.860046
5.384472, 2.669501, 2.102005, 103391046313.734634
5.366416, 2.678907, 2.099741, 103391046398.655731
5.349448, 2.683438, 2.105474, 103391046483.530548
5.332228, 2.674864, 2.108512, 103391046568.221100
5.312270, 2.648463, 2.101996, 103391046652.727493
5.309296, 2.628791, 2.105268, 103391046736.819077
5.309223, 2.626577, 2.108790, 103391046820.634247
5.310457, 2.621781, 2.111530, 103391046904.310974
5.306494, 2.618048, 2.113388, 103391046988.033737
5.299728, 2.608718, 2.111726, 103391047071.480301
5.302742, 2.602730, 2.115530, 103391047154.696381
5.305926, 2.605091, 2.115748, 103391047237.866425
5.318155, 2.606477, 2.116560, 103391047321.036423
5.321115, 2.608621, 2.116566, 103391047404.068298
5.322681, 2.605503, 2.112762, 103391047487.008072
5.328864, 2.608306, 2.115546, 103391047569.855270
5.341315, 2.606576, 2.113462, 103391047652.564575
5.344266, 2.611417, 2.114248, 103391047735.412048
5.341521, 2.611743, 2.111007, 103391047818.305359
5.328782, 2.615338, 2.111411, 103391047901.521332
5.323528, 2.623048, 2.108972, 103391047984.783386
5.323754, 2.635031, 2.109798, 103391048067.815460
5.323226, 2.655139, 2.108846, 103391048150.755005
5.315625, 2.664477, 2.102283, 103391048233.694473
5.322503, 2.667373, 2.106555, 103391048316.634232
5.311296, 2.660595, 2.096272, 103391048399.574036
5.299222, 2.643331, 2.091119, 103391048482.329224
5.292346, 2.627356, 2.096985, 103391048564.946564
5.280710, 2.616208, 2.102417, 103391048647.563980
5.265138, 2.603601, 2.101532, 103391048730.226913
5.252458, 2.606161, 2.106095, 103391048812.797974
5.234677, 2.610411, 2.102302, 103391048895.415131
5.206791, 2.605583, 2.100204, 103391048978.262619
5.185329, 2.600095, 2.103051, 103391049061.294647
5.165114, 2.592525, 2.101481, 103391049144.556854
5.143473, 2.592559, 2.104261, 103391049228.049316
5.120818, 2.580822, 2.109359, 103391049311.680054
5.106125, 2.575082, 2.101052, 103391049395.403137
5.089418, 2.570420, 2.105758, 103391049479.264374
5.084199, 2.559341, 2.098274, 103391049563.217804
5.079309, 2.548157, 2.102427, 103391049647.217377
5.086642, 2.530207, 2.096677, 103391049731.263031
5.106835, 2.517232, 2.076396, 103391049815.262589
5.119204, 2.511587, 2.079577, 103391049899.262238
5.135830, 2.508060, 2.100572, 103391049983.261642
5.157174, 2.506220, 2.102290, 103391050067.307343
5.176920, 2.511846, 2.105314, 103391050151.352890
5.198385, 2.519761, 2.113613, 103391050235.260239
5.220497, 2.524587, 2.109300, 103391050318.891190
5.244262, 2.523309, 2.104406, 103391050402.337433
5.264567, 2.531863, 2.099197, 103391050485.553482
5.289553, 2.523176, 2.108143, 103391050568.631424
5.308634, 2.508031, 2.100981, 103391050651.571075
5.327004, 2.491469, 2.096645, 103391050734.372528
5.334994, 2.481381, 2.106020, 103391050817.035995
5.335759, 2.471009, 2.104900, 103391050899.468719
5.326728, 2.468578, 2.096726, 103391050981.717117
5.307945, 2.466614, 2.098420, 103391051063.827515
5.287180, 2.466952, 2.104087, 103391051146.075943
5.261004, 2.477846, 2.122954, 103391051228.232101
5.241940, 2.484001, 2.117734, 103391051310.618958
5.211736, 2.497468, 2.116949, 103391051393.236130
5.203450, 2.512145, 2.119158, 103391051475.945297
5.186269, 2.508772, 2.115375, 103391051559.023163
5.168993, 2.499902, 2.114123, 103391051642.423615
5.153061, 2.493351, 2.114248, 103391051726.146637
5.142846, 2.484704, 2.110368, 103391051810.192261
5.136484, 2.479234, 2.110256, 103391051894.330109
5.136254, 2.481413, 2.111035, 103391051978.467911
5.134605, 2.477675, 2.110936, 103391052062.513458
5.137244, 2.480677, 2.107338, 103391052146.605255
5.141499, 2.476352, 2.109815, 103391052230.604477
5.143739, 2.471465, 2.106646, 103391052314.649750
5.148971, 2.466625, 2.107546, 103391052398.603088
5.157441, 2.462171, 2.107756, 103391052482.464142
5.167658, 2.459312, 2.105601, 103391052566.048538
5.179949, 2.458833, 2.104951, 103391052649.402542
5.186032, 2.460941, 2.108142, 103391052732.572433
5.196519, 2.461378, 2.107022, 103391052815.742172
5.204102, 2.464279, 2.107616, 103391052898.773819
5.210575, 2.467903, 2.105291, 103391052981.805862
5.223785, 2.462403, 2.103898, 103391053064.791321
5.226876, 2.462444, 2.106364, 103391053147.776993
5.235438, 2.461194, 2.106558, 103391053230.854919
5.242705, 2.459203, 2.103640, 103391053313.932739
5.246955, 2.455703, 2.108390, 103391053397.010605
5.257113, 2.452941, 2.105250, 103391053480.134720
5.260768, 2.449504, 2.105416, 103391053563.304718
5.267352, 2.441653, 2.098531, 103391053646.428848
5.264711, 2.433336, 2.109657, 103391053729.599106
5.268131, 2.429004, 2.106780, 103391053812.769409
5.270562, 2.422817, 2.107611, 103391053895.801041
5.270041, 2.423603, 2.105509, 103391053978.740707
5.265673, 2.419891, 2.101569, 103391054061.634430
5.267626, 2.412388, 2.101589, 103391054144.573990
5.270401, 2.403621, 2.093078, 103391054227.559875
5.268428, 2.392705, 2.093261, 103391054310.684097
5.273843, 2.381950, 2.091838, 103391054393.900208
5.277692, 2.373055, 2.088494, 103391054477.208313
5.278444, 2.358231, 2.088085, 103391054560.562866
5.287562, 2.343066, 2.075303, 103391054643.917236
5.280625, 2.334106, 2.073760, 103391054727.179382
5.283591, 2.326380, 2.066149, 103391054810.349487
5.285176, 2.315082, 2.061880, 103391054893.473572
5.288620, 2.305522, 2.059818, 103391054976.551575
5.301134, 2.292501, 2.051837, 103391055059.583481
5.300247, 2.285604, 2.052017, 103391055142.569382
5.307510, 2.295110, 2.052781, 103391055225.693176
5.302153, 2.304544, 2.064888, 103391055309.001373
5.301730, 2.322687, 2.073403, 103391055392.356033
5.303834, 2.359604, 2.072616, 103391055475.802689
5.307030, 2.394851, 2.083943, 103391055559.157059
5.318098, 2.426589, 2.089473, 103391055642.511551
5.331248, 2.463030, 2.090906, 103391055725.819794
5.348004, 2.495671, 2.085763, 103391055808.989548
5.363204, 2.523577, 2.086196, 103391055892.159378
5.372335, 2.540566, 2.078810, 103391055975.421356
5.381273, 2.561373, 2.084212, 103391056058.683563
5.390256, 2.587804, 2.081943, 103391056141.945679
5.388813, 2.598861, 2.082691, 103391056225.115356
5.387504, 2.606007, 2.081772, 103391056308.147156
5.389973, 2.611241, 2.078418, 103391056391.086899
5.389344, 2.609511, 2.077972, 103391056474.164474
5.385205, 2.601622, 2.075685, 103391056557.380249
5.377855, 2.590569, 2.081263, 103391056640.734604
5.374223, 2.586466, 2.075642, 103391056724.181152
5.373514, 2.583690, 2.075512, 103391056807.673859
5.369700, 2.582304, 2.081749, 103391056891.258942
5.364639, 2.582649, 2.078823, 103391056974.889908
5.366702, 2.583385, 2.075491, 103391057058.566711
